sinav_yili,soru_no,durum,resmi_pdf,ana_konu,alt_konu,kazanim_veya_beceri,soru_baglami,sunum_bicimi,temsil,bilgi_veya_yorum,islem_yogunlugu,okuma_yuku,modelleme_ihtiyaci,akil_yurutme,konu_birlestirme,temel_cozum_adimlari,alternatif_yontem,celdirici_hata_noktasi,kritik_ayrim,tahmini_zorluk,tahmini_sure_saniye,tasnif_guveni,kaynak_parmak_izi,not
2022,29,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,3135f5789e52,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,30,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Olasılık,örnek uzay / olay,istenen ve tüm durumları sayma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,eş olasılık veya tümleyen,eş olasılık veya tümleyen,kolay-orta,75,düşük,01c491c47be4,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,31,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Açılar ve Üçgenler,açı-kenar / özel üçgen,şekilden zorunlu ilişki çıkarma,geometrik düzenek,çok temsilli,sözel metin+şekil,yorum/ilişki kurma,orta,düşük,düşük,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,ölçeksiz şekilden varsayım,ölçeksiz şekilden varsayım,kolay-orta,75,orta,258c713613c1,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,32,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Açılar ve Üçgenler,açı-kenar / özel üçgen,şekilden zorunlu ilişki çıkarma,geometrik düzenek,çok temsilli,sözel metin+şekil+günlük yaşam senaryosu,yorum/ilişki kurma,düşük,orta,yüksek,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,ölçeksiz şekilden varsayım,ölçeksiz şekilden varsayım,orta,105,orta,e9dae933654e,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,33,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Açılar ve Üçgenler,açı-kenar / özel üçgen,şekilden zorunlu ilişki çıkarma,geometrik düzenek,çok temsilli,sözel metin+şekil,yorum/ilişki kurma,düşük,orta,orta,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,ölçeksiz şekilden varsayım,ölçeksiz şekilden varsayım,kolay-orta,75,orta,cd9b67ded8c7,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,34,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Açılar ve Üçgenler,açı-kenar / özel üçgen,şekilden zorunlu ilişki çıkarma,geometrik düzenek,çok temsilli,sözel metin+şekil,yorum/ilişki kurma,orta,orta,orta,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,ölçeksiz şekilden varsayım,ölçeksiz şekilden varsayım,kolay-orta,75,orta,f6cc24fcd75b,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,35,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Dörtgenler,kare-dikdörtgen-yamuk,parçalara ayırma ve alan/oran,geometrik düzenek,çok temsilli,sözel metin+şekil,yorum/ilişki kurma,orta,orta,orta,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,özel dörtgen koşulu,özel dörtgen koşulu,kolay-orta,75,orta,654ecdf008d8,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,36,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Dörtgenler,kare-dikdörtgen-yamuk,parçalara ayırma ve alan/oran,geometrik düzenek,çok temsilli,sözel metin+şekil,yorum/ilişki kurma,orta,orta,orta,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,özel dörtgen koşulu,özel dörtgen koşulu,kolay-orta,75,orta,800cd2453ed5,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,37,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Çokgenler,iç-dış açı / düzgün çokgen,üçgenlere ayırma,geometrik düzenek,çok temsilli,sözel metin+şekil,yorum/ilişki kurma,orta,yüksek,orta,yüksek,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,iç ve dış açıyı karıştırma,iç ve dış açıyı karıştırma,zor,150,orta,704785a394d8,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,38,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Analitik Geometri,nokta-doğru / eğim-uzaklık,geometriyi koordinata çevirme,geometrik düzenek,çok temsilli,sözel metin+şekil,yorum/ilişki kurma,orta,orta,orta,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,koordinat veya eğim işareti,koordinat veya eğim işareti,kolay-orta,75,orta,12200e85223f,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,39,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Katı Cisimler,yüzey / hacim / açınım,üç boyutlu modeli parçalama,geometrik düzenek,çok temsilli,sözel metin+şekil,yorum/ilişki kurma,orta,orta,orta,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,alan-hacim ve birim ayrımı,alan-hacim ve birim ayrımı,kolay-orta,75,orta,f63309289239,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2022,40,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2022/YKS/TSK/yks_2022_tyt.pdf,Katı Cisimler,yüzey / hacim / açınım,üç boyutlu modeli parçalama,geometrik düzenek,tek temsilli,şekil,yorum/ilişki kurma,düşük,düşük,düşük,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,alan-hacim ve birim ayrımı,alan-hacim ve birim ayrımı,kolay-orta,75,düşük,metin-cikmadi,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,1,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Rasyonel Sayılar,kesir / ondalık gösterim,eş değer gösterimleri dönüştürme,soyut/yarı bağlamsal,çok temsilli,sözel metin+tablo,doğrudan bilgi+uygulama,orta,düşük,düşük,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,payda ve işlem önceliği,payda ve işlem önceliği,kolay-orta,75,düşük,c53b3baed2a1,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,2,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Üslü Sayılar,üs kuralları / katlanma,ortak tabana dönüştürme,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,toplamda üs birleştirme,toplamda üs birleştirme,kolay-orta,75,düşük,0b4acac4e863,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,3,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Oran - Orantı,oran / ölçek / birlikte değişim,birim oran kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,oran sırası ve birim,oran sırası ve birim,kolay-orta,75,orta,a1df5a25037e,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,4,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Rasyonel Sayılar,kesir / ondalık gösterim,eş değer gösterimleri dönüştürme,soyut/yarı bağlamsal,tek temsilli,sözel metin,doğrudan bilgi+uygulama,orta,düşük,düşük,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,payda ve işlem önceliği,payda ve işlem önceliği,kolay-orta,75,düşük,fda373caae3d,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,5,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Denklem Çözme,doğrusal veya ikinci derece ilişki,eşitliği koruyan dönüşüm,soyut/yarı bağlamsal,tek temsilli,sözel metin,doğrudan bilgi+uygulama,düşük,düşük,düşük,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,aday kökü kontrol etmeme,aday kökü kontrol etmeme,kolay-orta,75,düşük,324b5313e9e9,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,6,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Temel Kavramlar,sayı özelliği / yeni tanım,koşulu matematik diline çevirme,soyut/yarı bağlamsal,tek temsilli,sözel metin,doğrudan bilgi+uygulama,düşük,düşük,düşük,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,örnek ve karşı örnek,örnek ve karşı örnek,kolay-orta,75,düşük,b0ee918df511,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,7,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Mutlak Değer,uzaklık ve parçalı koşul,mutlak değer denklemi kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,yüksek,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,tek dal alma,tek dal alma,kolay-orta,75,düşük,ed373a0a8bf1,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,8,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Temel Kavramlar,sayı özelliği / yeni tanım,koşulu matematik diline çevirme,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,yüksek,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,örnek ve karşı örnek,örnek ve karşı örnek,kolay-orta,75,düşük,b1a77ccfc307,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,9,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Bölme ve Bölünebilme,bölüm-kalan / bölünebilme,kalan ilişkisi kurma,günlük yaşam,çok temsilli,sözel metin+günlük yaşam senaryosu,yorum/ilişki kurma,orta,orta,yüksek,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,kalan sınırı,kalan sınırı,orta,105,düşük,9302e22bfa7a,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,10,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Kümeler,küme işlemleri / Kartezyen çarpım,üyelik ve bölgeleri sınıflandırma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,kesişimi iki kez sayma,kesişimi iki kez sayma,kolay-orta,75,düşük,72d696d45869,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,11,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Mantık,önerme / niceleyici / koşul,doğruluk ve koşul eleme,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,yüksek,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,ve ile veya bağlacını karıştırma,ve ile veya bağlacını karıştırma,kolay-orta,75,düşük,8cfaca5c500b,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,12,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Fonksiyonlar,girdi-çıktı / grafik,temsil dönüşümü ve değer bulma,soyut/yarı bağlamsal,tek temsilli,sözel metin,doğrudan bilgi+uygulama,düşük,düşük,düşük,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,tanım kümesi veya bileşke sırası,tanım kümesi veya bileşke sırası,kolay-orta,75,yüksek,4ac7e01d4f1c,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,13,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Sayı Basamakları,rakam ve basamak koşulları,basamak çözümlemesi,soyut/yarı bağlamsal,tek temsilli,sözel metin,doğrudan bilgi+uygulama,orta,düşük,düşük,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,baştaki sıfır veya farklı rakam koşulu,baştaki sıfır veya farklı rakam koşulu,kolay-orta,75,yüksek,76d31ae18a3e,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,14,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Sayma,çarpma ilkesi / seçim-sıralama,durumları eksiksiz sayma,soyut/yarı bağlamsal,tek temsilli,sözel metin,doğrudan bilgi+uygulama,orta,düşük,düşük,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,sıra veya tekrar koşulu,sıra veya tekrar koşulu,kolay-orta,75,düşük,66deb327ff55,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,15,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Basit Eşitsizlikler,aralık / alt-üst sınır,çözüm kümesini bulma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,negatif sayıda yön değiştirme,negatif sayıda yön değiştirme,kolay-orta,75,düşük,17fc9ee2306c,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,16,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,İstatistik ve Veri Analizi,tablo-grafik / merkez ölçüsü,veriyi temsil ve karşılaştırma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,yüksek,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,ölçek veya ağırlıklı ortalama,ölçek veya ağırlıklı ortalama,kolay-orta,75,yüksek,d8858ba738f0,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,17,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,ca2f8b11a06a,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,18,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,d473c595e7ee,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,19,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,yüksek,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,104bd2f914e9,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,20,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,3e691621e64f,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,21,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,yüksek,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,a28dc0c6a8f0,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,22,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,günlük yaşam,çok temsilli,sözel metin+günlük yaşam senaryosu,yorum/ilişki kurma,orta,orta,yüksek,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,orta,105,orta,4d6f6d17e21c,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,23,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,günlük yaşam,çok temsilli,sözel metin+tablo+günlük yaşam senaryosu,yorum/ilişki kurma,orta,orta,yüksek,orta,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,orta,105,orta,2c602171cb81,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,24,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,a2fbf1ea1e3e,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,25,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,ccb63b6cdc3b,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,26,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Problemler,çok adımlı günlük yaşam modeli,nicelik-birim-denklem kurma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,orta,orta,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,bağlam veya birim koşulu,bağlam veya birim koşulu,kolay-orta,75,orta,ba318933eb3e,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,27,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Basit Eşitsizlikler,aralık / alt-üst sınır,çözüm kümesini bulma,soyut/yarı bağlamsal,tek temsilli,sözel metin,yorum/ilişki kurma,düşük,yüksek,orta,orta,hayır,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,negatif sayıda yön değiştirme,negatif sayıda yön değiştirme,kolay-orta,75,düşük,03442d0e5c2f,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
2023,28,geçerli,https://dokuman.osym.gov.tr/pdfdokuman/2023/YKS/TSK/yks_tyt_2023_kitapcik_T23ky.pdf,Basit Eşitsizlikler,aralık / alt-üst sınır,çözüm kümesini bulma,soyut/yarı bağlamsal,çok temsilli,sözel metin+tablo,yorum/ilişki kurma,orta,yüksek,orta,yüksek,evet,verileni ayır → uygun temsili kur → koşulu uygula → seçenek/sınırla kontrol et,seçenek eleme veya tersine çalışma; şekil sorusunda yardımcı çizgi/oran,negatif sayıda yön değiştirme,negatif sayıda yön değiştirme,zor,150,düşük,db9c6a38ccfc,Baskın beceriye göre DRKOÇ editöryal sınıflandırması; soru metni yeniden yayımlanmamıştır.
